backend,mode,view_index,samples,median_ms,mean_ms,std_ms,min_ms,p05_ms,p95_ms,max_ms
diff,forward,0,20,1.9660800099372864,1.9646464049816132,0.02940259493114,1.9179519414901733,1.9267072081565857,2.017536091804504,2.02239990234375
diff,forward,17,20,1.8959360122680664,1.908428806066513,0.045157687317694456,1.8462719917297363,1.8579455673694611,2.004633605480194,2.017280101776123
diff,forward,34,20,2.1022720336914062,2.1065728187561037,0.02221867254689949,2.067456007003784,2.0771840810775757,2.1389312624931334,2.15449595451355
diff,forward,51,20,2.263040065765381,2.266214394569397,0.02069953280271025,2.230272054672241,2.2399999022483827,2.3017473101615904,2.317312002182007
diff,forward,68,20,2.0039680004119873,2.01287682056427,0.07578699069774465,1.9486720561981201,1.95450878739357,2.056499254703522,2.3152639865875244
diff,forward,85,20,1.8949120044708252,1.9015167832374573,0.027975363408751973,1.8626559972763062,1.8733567655086518,1.968179166316986,1.9691519737243652
diff,forward,102,20,1.884160041809082,1.885184007883072,0.0231299500816088,1.8503680229187012,1.8513408303260803,1.9124736070632935,1.9445760250091553
diff,forward,119,20,1.915391981601715,1.9126272082328797,0.028933729091543178,1.8698240518569946,1.8776063978672028,1.9641344487667085,1.9660799503326416
diff,forward,136,20,2.1509119272232056,2.171135997772217,0.07077569163807655,2.1186559200286865,2.129356801509857,2.2766080975532534,2.437119960784912
diff,forward,153,20,1.8780159950256348,1.891532790660858,0.0823999989791386,1.8094079494476318,1.8308095991611482,1.9688447892665866,2.2159359455108643
diff,forward_backward,0,20,61.27769660949707,61.27431678771973,0.16742049570519105,60.99353790283203,61.01980075836181,61.54562435150146,61.58745574951172
diff,forward_backward,17,20,48.526336669921875,48.52833271026611,0.10876444307168372,48.363521575927734,48.37130222320557,48.68382549285889,48.69939041137695
diff,forward_backward,34,20,40.454145431518555,40.456857681274414,0.05762557080049015,40.35891342163086,40.37058620452881,40.53166160583496,40.54528045654297
diff,forward_backward,51,20,44.19840049743652,44.21452808380127,0.13163549982000075,44.033023834228516,44.039833259582515,44.45588321685791,44.474369049072266
diff,forward_backward,68,20,43.67001533508301,43.68752651214599,0.17349280939057515,43.465728759765625,43.4881031036377,43.93364353179932,43.95212936401367
diff,forward_backward,85,20,45.15328025817871,45.12762870788574,0.10847513080924476,44.91263961791992,44.93404273986816,45.257265663146974,45.267967224121094
diff,forward_backward,102,20,43.493886947631836,43.48026885986328,0.22226144612461085,43.13292694091797,43.13681907653808,43.831704711914064,43.8394889831543
diff,forward_backward,119,20,43.73401641845703,43.755008125305174,0.19087652616375814,43.48518371582031,43.49977741241455,44.15078353881836,44.15078353881836
diff,forward_backward,136,20,41.016319274902344,41.00597743988037,0.13922881035709667,40.734718322753906,40.796006774902345,41.17329902648925,41.256961822509766
diff,forward_backward,153,20,46.72051239013672,46.72353286743164,0.09811212357686917,46.555137634277344,46.57751197814942,46.89146728515625,46.90022277832031
gsplat_two_pass,forward,0,20,2.818560004234314,2.8754944086074827,0.17085250589544593,2.7842559814453125,2.7852287888526917,3.346585559844971,3.388416051864624
gsplat_two_pass,forward,17,20,2.7427839040756226,2.7446271896362306,0.034944325619263035,2.7013120651245117,2.7061761021614075,2.792908823490143,2.860032081604004
gsplat_two_pass,forward,34,20,2.932223916053772,2.945740807056427,0.05931492191730198,2.88972806930542,2.8916736841201782,3.0655999660491946,3.0996479988098145
gsplat_two_pass,forward,51,20,3.0725120306015015,3.1004160165786745,0.0881597674020543,3.047424077987671,3.049369692802429,3.191244912147522,3.452928066253662
gsplat_two_pass,forward,68,20,2.836479902267456,2.8328959822654722,0.025372655202950744,2.7801599502563477,2.794752061367035,2.865203309059143,2.885632038116455
gsplat_two_pass,forward,85,20,2.776063919067383,2.781439995765686,0.04949088148917705,2.736128091812134,2.737100899219513,2.844569516181946,2.959359884262085
gsplat_two_pass,forward,102,20,2.7545599937438965,2.8164095640182496,0.15381413802693256,2.7340800762176514,2.741862308979034,3.225548779964447,3.2829439640045166
gsplat_two_pass,forward,119,20,2.7775999307632446,2.7792384147644045,0.018796380808464887,2.751487970352173,2.7544063925743103,2.8052991032600403,2.815999984741211
gsplat_two_pass,forward,136,20,2.9547520875930786,2.9666304349899293,0.047427296813445353,2.9173760414123535,2.919321656227112,3.0370815634727477,3.132416009902954
gsplat_two_pass,forward,153,20,2.6444801092147827,2.65446400642395,0.04195289892285805,2.5968639850616455,2.612428903579712,2.6967551827430727,2.8047358989715576
