backend,mode,samples,median_ms,mean_ms,std_ms,min_ms,p05_ms,p95_ms,max_ms,event_peak_mb,profiler_peak_mb
diff,forward,200,1.9512320160865784,2.002073603272438,0.1366877666908165,1.8094079494476318,1.8585599660873413,2.268262493610382,2.437119960784912,115.38818359375,
diff,forward_backward,200,44.05196762084961,45.82539777755737,5.639722855821962,40.35891342163086,40.46981296539307,61.277234840393064,61.58745574951172,172.71240234375,
gsplat_two_pass,forward,200,2.8047358989715576,2.8497356820106505,0.1472592366345358,2.5968639850616455,2.6449409127235413,3.0986751914024353,3.452928066253662,95.1513671875,
gsplat_two_pass,forward_backward,200,7.544831991195679,7.581788341999054,0.40637502858820324,6.768640041351318,6.838937473297118,8.359475660324096,8.543231964111328,181.712890625,
gsplat_native19,forward,200,2.3859200477600098,2.410229756832123,0.10157040316034553,2.2415359020233154,2.2830591797828674,2.586163103580475,2.919424057006836,82.40087890625,
gsplat_native19,forward_backward,200,6.915071964263916,6.938296320438385,0.29581486147095537,6.336512088775635,6.414643168449402,7.537715148925781,7.625728130340576,190.3935546875,
gsplat_single,forward,200,2.4222720861434937,2.4400691211223604,0.09560861643171299,2.2568960189819336,2.2956544756889343,2.605056047439575,2.7699201107025146,88.25537109375,
gsplat_single,forward_backward,200,7.06662392616272,7.0619388818740845,0.3668592224328161,6.308864116668701,6.337535858154297,7.7610497951507575,7.794655799865723,180.10791015625,
