backend,mode,mean_ms,min_ms,max_ms,event_peak_mb,profiler_peak_mb
gsplat_two_pass,forward,3.818700830141703,3.0310399532318115,5.530623912811279,214.794921875,214.794921875
gsplat_two_pass,forward_backward,15.20981861750285,9.445728302001953,26.82009506225586,276.57275390625,276.57275390625
gsplat_padded_single,forward,4.847973299026489,2.5588159561157227,9.261823654174805,217.2509765625,217.2509765625
gsplat_padded_single,forward_backward,10.888307317097981,7.001247882843018,18.748384475708008,264.93310546875,264.93310546875
gsplat_single,forward,3.259769606590271,2.8699839115142822,3.980191946029663,198.89892578125,198.89892578125
gsplat_single,forward_backward,13.854681587219238,8.175935745239258,23.036256790161133,264.86572265625,264.86572265625
