backend,mode,view_index,view_order,sample,time_ms
diff,forward_backward,51,3,33,13.000703811645508
diff,forward_backward,68,4,34,13.230079650878906
diff,forward_backward,85,5,35,11.779071807861328
diff,forward_backward,102,6,36,13.036543846130371
diff,forward_backward,119,7,37,12.942336082458496
diff,forward_backward,136,8,38,13.133824348449707
diff,forward_backward,153,9,39,12.86963176727295
diff,forward_backward,0,0,40,12.650495529174805
diff,forward_backward,17,1,41,12.949503898620605
diff,forward_backward,34,2,42,12.86143970489502
diff,forward_backward,51,3,43,13.055999755859375
diff,forward_backward,68,4,44,13.110272407531738
diff,forward_backward,85,5,45,11.73094367980957
diff,forward_backward,102,6,46,13.178879737854004
diff,forward_backward,119,7,47,12.868608474731445
diff,forward_backward,136,8,48,13.347840309143066
diff,forward_backward,153,9,49,12.877823829650879
diff,forward_backward,0,0,50,12.596223831176758
diff,forward_backward,17,1,51,13.173760414123535
diff,forward_backward,34,2,52,12.906496047973633
diff,forward_backward,51,3,53,12.86246395111084
diff,forward_backward,68,4,54,13.246463775634766
diff,forward_backward,85,5,55,11.669504165649414
diff,forward_backward,102,6,56,12.992511749267578
diff,forward_backward,119,7,57,13.002752304077148
diff,forward_backward,136,8,58,13.227007865905762
diff,forward_backward,153,9,59,13.140992164611816
diff,forward_backward,0,0,60,12.76416015625
diff,forward_backward,17,1,61,12.832768440246582
diff,forward_backward,34,2,62,12.912639617919922
diff,forward_backward,51,3,63,13.324288368225098
diff,forward_backward,68,4,64,13.174783706665039
diff,forward_backward,85,5,65,11.75654411315918
diff,forward_backward,102,6,66,12.93619155883789
diff,forward_backward,119,7,67,13.080575942993164
diff,forward_backward,136,8,68,13.134847640991211
diff,forward_backward,153,9,69,12.716032028198242
diff,forward_backward,0,0,70,12.616703987121582
diff,forward_backward,17,1,71,12.887040138244629
diff,forward_backward,34,2,72,12.86963176727295
diff,forward_backward,51,3,73,12.963839530944824
diff,forward_backward,68,4,74,13.345791816711426
diff,forward_backward,85,5,75,11.686911582946777
diff,forward_backward,102,6,76,13.091839790344238
diff,forward_backward,119,7,77,13.010944366455078
diff,forward_backward,136,8,78,13.253631591796875
diff,forward_backward,153,9,79,13.05292797088623
diff,forward_backward,0,0,80,12.635135650634766
diff,forward_backward,17,1,81,13.096960067749023
diff,forward_backward,34,2,82,12.877823829650879
diff,forward_backward,51,3,83,13.101056098937988
diff,forward_backward,68,4,84,13.180928230285645
diff,forward_backward,85,5,85,11.754495620727539
diff,forward_backward,102,6,86,12.914688110351562
diff,forward_backward,119,7,87,13.012991905212402
diff,forward_backward,136,8,88,13.187071800231934
diff,forward_backward,153,9,89,12.730367660522461
diff,forward_backward,0,0,90,12.66380786895752
diff,forward_backward,17,1,91,12.829695701599121
diff,forward_backward,34,2,92,12.876799583435059
diff,forward_backward,51,3,93,13.138943672180176
diff,forward_backward,68,4,94,13.290495872497559
diff,forward_backward,85,5,95,11.6428804397583
diff,forward_backward,102,6,96,13.017087936401367
diff,forward_backward,119,7,97,12.973055839538574
diff,forward_backward,136,8,98,13.200384140014648
diff,forward_backward,153,9,99,13.05395221710205
diff,forward_backward,0,0,100,12.67302417755127
diff,forward_backward,17,1,101,12.948479652404785
diff,forward_backward,34,2,102,12.84607982635498
diff,forward_backward,51,3,103,13.040639877319336
diff,forward_backward,68,4,104,13.042688369750977
diff,forward_backward,85,5,105,11.74732780456543
diff,forward_backward,102,6,106,13.026304244995117
diff,forward_backward,119,7,107,13.042688369750977
diff,forward_backward,136,8,108,13.18502426147461
diff,forward_backward,153,9,109,12.86246395111084
diff,forward_backward,0,0,110,12.800000190734863
diff,forward_backward,17,1,111,12.911616325378418
diff,forward_backward,34,2,112,12.921855926513672
diff,forward_backward,51,3,113,12.918784141540527
diff,forward_backward,68,4,114,13.181952476501465
diff,forward_backward,85,5,115,11.762687683105469
diff,forward_backward,102,6,116,12.966912269592285
diff,forward_backward,119,7,117,12.893183708190918
diff,forward_backward,136,8,118,13.220864295959473
diff,forward_backward,153,9,119,12.852224349975586
diff,forward_backward,0,0,120,12.583935737609863
diff,forward_backward,17,1,121,12.868608474731445
diff,forward_backward,34,2,122,12.897279739379883
diff,forward_backward,51,3,123,13.17580795288086
diff,forward_backward,68,4,124,13.247488021850586
diff,forward_backward,85,5,125,11.676671981811523
diff,forward_backward,102,6,126,13.063167572021484
diff,forward_backward,119,7,127,13.026304244995117
diff,forward_backward,136,8,128,13.219840049743652
diff,forward_backward,153,9,129,12.828672409057617
diff,forward_backward,0,0,130,12.605440139770508
diff,forward_backward,17,1,131,12.875776290893555
diff,forward_backward,34,2,132,12.831744194030762
diff,forward_backward,51,3,133,12.96895980834961
diff,forward_backward,68,4,134,13.291520118713379
diff,forward_backward,85,5,135,11.74630355834961
diff,forward_backward,102,6,136,13.108223915100098
diff,forward_backward,119,7,137,13.016063690185547
diff,forward_backward,136,8,138,13.214719772338867
diff,forward_backward,153,9,139,12.865535736083984
diff,forward_backward,0,0,140,12.733440399169922
diff,forward_backward,17,1,141,12.857343673706055
diff,forward_backward,34,2,142,12.934144020080566
diff,forward_backward,51,3,143,13.108223915100098
diff,forward_backward,68,4,144,13.278207778930664
diff,forward_backward,85,5,145,11.802623748779297
diff,forward_backward,102,6,146,13.046784400939941
diff,forward_backward,119,7,147,13.036543846130371
diff,forward_backward,136,8,148,13.120512008666992
diff,forward_backward,153,9,149,12.76416015625
diff,forward_backward,0,0,150,12.820480346679688
diff,forward_backward,17,1,151,12.921855926513672
diff,forward_backward,34,2,152,12.932095527648926
diff,forward_backward,51,3,153,13.170687675476074
diff,forward_backward,68,4,154,13.127679824829102
diff,forward_backward,85,5,155,11.73196792602539
diff,forward_backward,102,6,156,13.106176376342773
diff,forward_backward,119,7,157,13.04371166229248
diff,forward_backward,136,8,158,13.285375595092773
diff,forward_backward,153,9,159,12.794879913330078
diff,forward_backward,0,0,160,12.721152305603027
diff,forward_backward,17,1,161,12.882944107055664
diff,forward_backward,34,2,162,12.86451244354248
diff,forward_backward,51,3,163,13.008895874023438
diff,forward_backward,68,4,164,13.173760414123535
diff,forward_backward,85,5,165,11.565055847167969
diff,forward_backward,102,6,166,13.16044807434082
diff,forward_backward,119,7,167,12.928000450134277
diff,forward_backward,136,8,168,13.312000274658203
diff,forward_backward,153,9,169,12.808192253112793
diff,forward_backward,0,0,170,12.84607982635498
diff,forward_backward,17,1,171,12.996607780456543
diff,forward_backward,34,2,172,12.899328231811523
diff,forward_backward,51,3,173,12.985343933105469
diff,forward_backward,68,4,174,13.190143585205078
diff,forward_backward,85,5,175,11.83846378326416
diff,forward_backward,102,6,176,13.119487762451172
diff,forward_backward,119,7,177,12.886015892028809
diff,forward_backward,136,8,178,13.282303810119629
diff,forward_backward,153,9,179,12.788736343383789
diff,forward_backward,0,0,180,12.692480087280273
diff,forward_backward,17,1,181,13.080575942993164
diff,forward_backward,34,2,182,12.821503639221191
diff,forward_backward,51,3,183,13.279232025146484
diff,forward_backward,68,4,184,13.094911575317383
diff,forward_backward,85,5,185,11.662336349487305
diff,forward_backward,102,6,186,13.005824089050293
diff,forward_backward,119,7,187,12.946432113647461
diff,forward_backward,136,8,188,13.293567657470703
diff,forward_backward,153,9,189,12.63923168182373
diff,forward_backward,0,0,190,12.750847816467285
diff,forward_backward,17,1,191,12.906496047973633
diff,forward_backward,34,2,192,12.917759895324707
diff,forward_backward,51,3,193,13.200384140014648
diff,forward_backward,68,4,194,13.201408386230469
diff,forward_backward,85,5,195,11.84768009185791
diff,forward_backward,102,6,196,13.004799842834473
diff,forward_backward,119,7,197,13.042688369750977
diff,forward_backward,136,8,198,13.316096305847168
diff,forward_backward,153,9,199,12.789759635925293
gsplat_two_pass,forward,0,0,0,2.998271942138672
gsplat_two_pass,forward,17,1,1,3.275775909423828
gsplat_two_pass,forward,34,2,2,3.0545918941497803
gsplat_two_pass,forward,51,3,3,2.727936029434204
gsplat_two_pass,forward,68,4,4,2.662400007247925
gsplat_two_pass,forward,85,5,5,2.4391679763793945
gsplat_two_pass,forward,102,6,6,3.141632080078125
gsplat_two_pass,forward,119,7,7,3.11296010017395
gsplat_two_pass,forward,136,8,8,3.155967950820923
gsplat_two_pass,forward,153,9,9,2.8917760848999023
gsplat_two_pass,forward,0,0,10,2.973695993423462
gsplat_two_pass,forward,17,1,11,3.323904037475586
gsplat_two_pass,forward,34,2,12,3.01363205909729
gsplat_two_pass,forward,51,3,13,2.7801599502563477
gsplat_two_pass,forward,68,4,14,2.693120002746582
gsplat_two_pass,forward,85,5,15,2.406399965286255
gsplat_two_pass,forward,102,6,16,3.1395840644836426
gsplat_two_pass,forward,119,7,17,3.0351359844207764
gsplat_two_pass,forward,136,8,18,3.3013761043548584
gsplat_two_pass,forward,153,9,19,2.9317119121551514
gsplat_two_pass,forward,0,0,20,2.98905611038208
gsplat_two_pass,forward,17,1,21,3.2092161178588867
gsplat_two_pass,forward,34,2,22,3.039232015609741
gsplat_two_pass,forward,51,3,23,2.6992640495300293
gsplat_two_pass,forward,68,4,24,2.637824058532715
gsplat_two_pass,forward,85,5,25,2.3664638996124268
gsplat_two_pass,forward,102,6,26,3.16211199760437
gsplat_two_pass,forward,119,7,27,3.0914559364318848
gsplat_two_pass,forward,136,8,28,3.191807985305786
gsplat_two_pass,forward,153,9,29,2.9818880558013916
gsplat_two_pass,forward,0,0,30,3.0064640045166016
gsplat_two_pass,forward,17,1,31,3.2829439640045166
gsplat_two_pass,forward,34,2,32,3.0494720935821533
gsplat_two_pass,forward,51,3,33,2.736128091812134
gsplat_two_pass,forward,68,4,34,2.632704019546509
gsplat_two_pass,forward,85,5,35,2.331648111343384
gsplat_two_pass,forward,102,6,36,3.033087968826294
gsplat_two_pass,forward,119,7,37,3.0300159454345703
gsplat_two_pass,forward,136,8,38,3.191807985305786
gsplat_two_pass,forward,153,9,39,2.920448064804077
gsplat_two_pass,forward,0,0,40,2.9184000492095947
gsplat_two_pass,forward,17,1,41,3.610624074935913
gsplat_two_pass,forward,34,2,42,3.0566399097442627
gsplat_two_pass,forward,51,3,43,2.771967887878418
gsplat_two_pass,forward,68,4,44,2.7340800762176514
gsplat_two_pass,forward,85,5,45,2.3951361179351807
gsplat_two_pass,forward,102,6,46,3.092479944229126
gsplat_two_pass,forward,119,7,47,3.0648319721221924
gsplat_two_pass,forward,136,8,48,3.180543899536133
gsplat_two_pass,forward,153,9,49,3.004415988922119
gsplat_two_pass,forward,0,0,50,2.935807943344116
gsplat_two_pass,forward,17,1,51,3.185663938522339
gsplat_two_pass,forward,34,2,52,3.01363205909729
gsplat_two_pass,forward,51,3,53,2.6992640495300293
gsplat_two_pass,forward,68,4,54,2.732032060623169
gsplat_two_pass,forward,85,5,55,2.391040086746216
gsplat_two_pass,forward,102,6,56,3.0750720500946045
gsplat_two_pass,forward,119,7,57,3.0760960578918457
gsplat_two_pass,forward,136,8,58,3.379199981689453
gsplat_two_pass,forward,153,9,59,2.915328025817871
gsplat_two_pass,forward,0,0,60,3.0074880123138428
gsplat_two_pass,forward,17,1,61,3.274751901626587
gsplat_two_pass,forward,34,2,62,3.078144073486328
gsplat_two_pass,forward,51,3,63,2.708479881286621
gsplat_two_pass,forward,68,4,64,2.604032039642334
gsplat_two_pass,forward,85,5,65,2.430975914001465
gsplat_two_pass,forward,102,6,66,3.131392002105713
gsplat_two_pass,forward,119,7,67,3.1703040599823
gsplat_two_pass,forward,136,8,68,3.254271984100342
gsplat_two_pass,forward,153,9,69,2.9071359634399414
gsplat_two_pass,forward,0,0,70,2.96345591545105
gsplat_two_pass,forward,17,1,71,3.2368640899658203
gsplat_two_pass,forward,34,2,72,3.0023679733276367
gsplat_two_pass,forward,51,3,73,2.7258880138397217
gsplat_two_pass,forward,68,4,74,2.792448043823242
gsplat_two_pass,forward,85,5,75,2.407423973083496
gsplat_two_pass,forward,102,6,76,3.2522239685058594
gsplat_two_pass,forward,119,7,77,3.047424077987671
gsplat_two_pass,forward,136,8,78,3.1436800956726074
gsplat_two_pass,forward,153,9,79,2.9706239700317383
gsplat_two_pass,forward,0,0,80,2.974720001220703
gsplat_two_pass,forward,17,1,81,3.18668794631958
gsplat_two_pass,forward,34,2,82,3.0064640045166016
gsplat_two_pass,forward,51,3,83,2.76582407951355
gsplat_two_pass,forward,68,4,84,2.668544054031372
gsplat_two_pass,forward,85,5,85,2.3562240600585938
gsplat_two_pass,forward,102,6,86,3.0904319286346436
gsplat_two_pass,forward,119,7,87,3.057663917541504
gsplat_two_pass,forward,136,8,88,3.2573440074920654
gsplat_two_pass,forward,153,9,89,2.910207986831665
gsplat_two_pass,forward,0,0,90,2.876415967941284
gsplat_two_pass,forward,17,1,91,3.1979520320892334
gsplat_two_pass,forward,34,2,92,3.0105600357055664
gsplat_two_pass,forward,51,3,93,2.820096015930176
gsplat_two_pass,forward,68,4,94,2.663424015045166
gsplat_two_pass,forward,85,5,95,2.3787519931793213
gsplat_two_pass,forward,102,6,96,3.106816053390503
gsplat_two_pass,forward,119,7,97,3.072000026702881
gsplat_two_pass,forward,136,8,98,3.246079921722412
gsplat_two_pass,forward,153,9,99,2.9286398887634277
gsplat_two_pass,forward,0,0,100,2.9665279388427734
gsplat_two_pass,forward,17,1,101,3.230720043182373
gsplat_two_pass,forward,34,2,102,3.0218238830566406
gsplat_two_pass,forward,51,3,103,2.716671943664551
gsplat_two_pass,forward,68,4,104,2.6398720741271973
gsplat_two_pass,forward,85,5,105,2.3848960399627686
gsplat_two_pass,forward,102,6,106,3.0801920890808105
gsplat_two_pass,forward,119,7,107,3.048448085784912
gsplat_two_pass,forward,136,8,108,3.1447041034698486
gsplat_two_pass,forward,153,9,109,2.9429759979248047
gsplat_two_pass,forward,0,0,110,3.0382080078125
gsplat_two_pass,forward,17,1,111,3.234816074371338
gsplat_two_pass,forward,34,2,112,2.993151903152466
gsplat_two_pass,forward,51,3,113,2.810879945755005
gsplat_two_pass,forward,68,4,114,2.623487949371338
gsplat_two_pass,forward,85,5,115,2.3592960834503174
gsplat_two_pass,forward,102,6,116,3.073024034500122
gsplat_two_pass,forward,119,7,117,3.2870399951934814
gsplat_two_pass,forward,136,8,118,3.1283199787139893
gsplat_two_pass,forward,153,9,119,3.0156800746917725
gsplat_two_pass,forward,0,0,120,3.042304039001465
gsplat_two_pass,forward,17,1,121,3.1395840644836426
gsplat_two_pass,forward,34,2,122,3.072000026702881
gsplat_two_pass,forward,51,3,123,2.743295907974243
gsplat_two_pass,forward,68,4,124,2.668544054031372
gsplat_two_pass,forward,85,5,125,2.4104959964752197
gsplat_two_pass,forward,102,6,126,3.136512041091919
gsplat_two_pass,forward,119,7,127,3.077120065689087
gsplat_two_pass,forward,136,8,128,3.1948800086975098
gsplat_two_pass,forward,153,9,129,2.953216075897217
gsplat_two_pass,forward,0,0,130,3.0156800746917725
gsplat_two_pass,forward,17,1,131,3.2624640464782715
gsplat_two_pass,forward,34,2,132,3.018752098083496
gsplat_two_pass,forward,51,3,133,2.6961920261383057
gsplat_two_pass,forward,68,4,134,2.649087905883789
gsplat_two_pass,forward,85,5,135,2.411520004272461
gsplat_two_pass,forward,102,6,136,3.0740480422973633
gsplat_two_pass,forward,119,7,137,3.0566399097442627
gsplat_two_pass,forward,136,8,138,3.155967950820923
gsplat_two_pass,forward,153,9,139,2.9951999187469482
gsplat_two_pass,forward,0,0,140,2.9573121070861816
gsplat_two_pass,forward,17,1,141,3.3167359828948975
gsplat_two_pass,forward,34,2,142,3.027967929840088
gsplat_two_pass,forward,51,3,143,2.722815990447998
gsplat_two_pass,forward,68,4,144,2.637824058532715
gsplat_two_pass,forward,85,5,145,2.331648111343384
gsplat_two_pass,forward,102,6,146,3.0904319286346436
gsplat_two_pass,forward,119,7,147,3.1191039085388184
gsplat_two_pass,forward,136,8,148,3.1692800521850586
gsplat_two_pass,forward,153,9,149,2.9767680168151855
gsplat_two_pass,forward,0,0,150,2.9655039310455322
gsplat_two_pass,forward,17,1,151,3.224575996398926
gsplat_two_pass,forward,34,2,152,3.0300159454345703
gsplat_two_pass,forward,51,3,153,2.743295907974243
gsplat_two_pass,forward,68,4,154,2.653183937072754
gsplat_two_pass,forward,85,5,155,2.3859200477600098
gsplat_two_pass,forward,102,6,156,3.1744000911712646
gsplat_two_pass,forward,119,7,157,3.0545918941497803
gsplat_two_pass,forward,136,8,158,3.216383934020996
gsplat_two_pass,forward,153,9,159,2.96345591545105
gsplat_two_pass,forward,0,0,160,2.983936071395874
gsplat_two_pass,forward,17,1,161,3.2092161178588867
gsplat_two_pass,forward,34,2,162,3.0300159454345703
gsplat_two_pass,forward,51,3,163,2.7197439670562744
gsplat_two_pass,forward,68,4,164,2.6757121086120605
gsplat_two_pass,forward,85,5,165,2.3941121101379395
gsplat_two_pass,forward,102,6,166,3.073024034500122
gsplat_two_pass,forward,119,7,167,3.136512041091919
gsplat_two_pass,forward,136,8,168,3.175424098968506
gsplat_two_pass,forward,153,9,169,2.999295949935913
gsplat_two_pass,forward,0,0,170,2.9675519466400146
gsplat_two_pass,forward,17,1,171,3.2522239685058594
gsplat_two_pass,forward,34,2,172,3.0955519676208496
gsplat_two_pass,forward,51,3,173,2.689023971557617
gsplat_two_pass,forward,68,4,174,2.653183937072754
gsplat_two_pass,forward,85,5,175,2.35315203666687
gsplat_two_pass,forward,102,6,176,3.0801920890808105
gsplat_two_pass,forward,119,7,177,3.0054399967193604
gsplat_two_pass,forward,136,8,178,3.1641600131988525
gsplat_two_pass,forward,153,9,179,2.949120044708252
gsplat_two_pass,forward,0,0,180,2.9122560024261475
gsplat_two_pass,forward,17,1,181,3.2225279808044434
gsplat_two_pass,forward,34,2,182,3.043328046798706
gsplat_two_pass,forward,51,3,183,2.796544075012207
gsplat_two_pass,forward,68,4,184,2.707456111907959
gsplat_two_pass,forward,85,5,185,2.4145920276641846
gsplat_two_pass,forward,102,6,186,3.092479944229126
gsplat_two_pass,forward,119,7,187,3.0545918941497803
gsplat_two_pass,forward,136,8,188,3.1948800086975098
gsplat_two_pass,forward,153,9,189,2.9757440090179443
