backend,mode,mean_ms,min_ms,max_ms,event_peak_mb,profiler_peak_mb
diff,forward,3.7478400468826294,2.5722880363464355,4.809728145599365,226.75537109375,226.75537109375
diff,forward_backward,15.76211166381836,14.417280197143555,16.205951690673828,341.974609375,341.974609375
gsplat_two_pass,forward,4.44638078212738,3.0654079914093018,5.913248062133789,214.24951171875,214.24951171875
gsplat_two_pass,forward_backward,11.480310440063477,10.889087677001953,11.780896186828613,276.76953125,276.76953125
gsplat_single,forward,4.5243711233139035,3.037087917327881,9.536543846130371,260.580078125,260.580078125
gsplat_single,forward_backward,12.02291202545166,9.479999542236328,17.963424682617188,297.013671875,297.013671875
