name,calls,cuda_total_ms,cuda_avg_ms,self_cuda_total_ms,cpu_total_ms
autograd::engine::evaluate_function: _RasterizeToPixelsBackward,5,25.77,5.154,0.0,2.398
_RasterizeToPixelsBackward,5,25.77,5.154,25.388,2.17
"void gsplat::rasterize_to_pixels_3dgs_bwd_kernel<32u, float>(unsigned int, unsigned int, unsigned int, bool, glm::vec<2, float, (glm::qualifier)0> const*, glm::vec<3, float, (glm::qualifier)0> const*, float const*, float const*, float const*, bool const*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, int const*, int const*, float const*, int const*, float const*, float const*, glm::vec<2, float, (glm::qualifier)0>*, glm::vec<2, float, (glm::qualifier)0>*, glm::vec<3, float, (glm::qualifier)0>*, float*, float*)",5,25.388,5.0776,25.388,0.0
_RasterizeToPixels,5,4.867,0.9733999999999999,4.867,0.388
"void gsplat::rasterize_to_pixels_3dgs_fwd_kernel<32u, float>(unsigned int, unsigned int, unsigned int, bool, glm::vec<2, float, (glm::qualifier)0> const*, glm::vec<3, float, (glm::qualifier)0> const*, float const*, float const*, float const*, bool const*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, int const*, int const*, float*, float*, int*)",5,4.867,0.9733999999999999,4.867,0.0
aten::cat,30,2.928,0.09759999999999999,2.928,0.97
"void at::native::(anonymous namespace)::CatArrayBatchedCopy<float, unsigned int, 3, 128, 1>(float*, at::native::(anonymous namespace)::CatArrInputTensorMetadata<float, unsigned int, 128, 1>, at::native::(anonymous namespace)::TensorSizeStride<unsigned int, 4u>, int, unsigned int)",15,2.812,0.18746666666666667,2.812,0.0
aten::copy_,70,2.794,0.03991428571428571,2.794,11.427
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})",30,2.261,0.07536666666666667,2.261,0.0
aten::fill_,140,1.873,0.013378571428571429,1.873,3.954
"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<float>, at::detail::Array<char*, 1>)",130,1.833,0.0141,1.833,0.0
aten::zero_,120,1.817,0.015141666666666668,0.0,4.11
autograd::engine::evaluate_function: SliceBackward0,25,1.723,0.06892,0.0,4.173
autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,35,1.549,0.04425714285714286,0.0,1.941
torch::autograd::AccumulateGrad,35,1.549,0.04425714285714286,0.0,1.555
SliceBackward0,25,1.378,0.055119999999999995,0.0,3.526
aten::slice_backward,25,1.378,0.055119999999999995,0.0,3.37
autograd::engine::evaluate_function: _SphericalHarmonicsBackward,5,1.059,0.21180000000000002,0.0,1.292
_SphericalHarmonicsBackward,5,1.059,0.21180000000000002,0.606,1.136
aten::zeros_like,45,0.94,0.02088888888888889,0.0,2.763
