backend,mode,samples,median_ms,mean_ms,std_ms,min_ms,p05_ms,p95_ms,max_ms,event_peak_mb,profiler_peak_mb
gsplat_two_pass,forward,200,4.12006402015686,6.994974719285965,3.871204240367784,2.7934720516204834,3.235840082168579,11.725311851501464,11.993087768554688,90.22119140625,
gsplat_two_pass,forward_backward,200,12.20249605178833,15.243059170246124,6.280035441137676,7.50489616394043,8.785510540008545,24.376831912994387,25.153535842895508,180.38623046875,
gsplat_native19,forward,200,3.0172160863876343,5.108029453754425,2.848863561617048,2.4002559185028076,2.5516545176506042,8.869888305664062,9.242624282836914,80.74072265625,
gsplat_native19,forward_backward,200,12.189184188842773,14.285173766613006,5.592088339493301,6.770688056945801,8.600729322433473,21.885337352752686,22.607872009277344,189.8681640625,
gsplat_single,forward,200,2.954751968383789,5.1298662269115445,2.876238477721574,2.4248321056365967,2.6223615407943726,8.924057388305664,9.179136276245117,86.10107421875,
gsplat_single,forward_backward,200,12.283391952514648,14.569420809745788,5.809206401432881,6.981632232666016,8.470374059677125,22.091366100311276,27.38688087463379,179.3486328125,
